thread_id,tweet_id,created_at,text
2309510,2309511,2017-11-13 03:57:51+00:00,"@AmazonHelp Não, vem como AmazonPrime Membership. Só que eu cancelei após a trial e ainda recebi o e-mail de vocês confirmando o cancelamento. Agora vi que foi cobrado em outubro e hoje novamente."
2735695,2735696,2017-11-27 00:24:42+00:00,"@AmazonHelp At checkout, delivery was supposed to be Saturday, Nov 25. Yesterday, I️t said out for delivery. I️ got an email at 4:45 that showed an attempted delivery at 12:48, but was at home all day and, never saw anyone making deliveries. Now there is no est. delivery time on package"
1976722,1976723,2017-10-18 18:03:10+00:00,@AmazonHelp I ordered an item which priced 7390 at that time which included free delivery and an exchange item but after 24 hours the price bill (1/3)
249148,249144,2017-10-05 16:45:57+00:00,@AmazonHelp C'est votre SAV qui vient de me donner ces informations hein !
1042296,1042293,2017-10-23 08:54:52+00:00,@AmazonHelp Please see attached https://t.co/VVvNYLZafj
859634,859635,2017-10-20 17:10:45+00:00,"@AmazonHelp Oui, ils m'avaient promis une livraison aujourd'hui."
1366289,1366290,2017-10-28 18:35:11+00:00,"@AmazonHelp I understand the urgency. We wouldn't be able to give you any time frame, however, we will check this and get back to you 

-Nishanth"
593369,593371,2017-12-03 18:10:02+00:00,@AmazonHelp Not showing here??? The last one I ordered was a backpack which is showing but not recharge. Does it mean my recharge is not done and my money will not be deducted??
2289946,2289947,2017-11-12 08:07:24+00:00,@AmazonHelp ご丁寧にありがとうございます！
1341698,1341699,2017-10-27 16:10:58+00:00,"@AmazonHelp Tem data estimada para 27-31/10, mas sequer foi enviado."
787632,787641,2017-10-26 08:58:24+00:00,"@AmazonHelp Now the reply your customer service department is that ""sorry can't trace your order"". Is this the kind of service you provide Disappointed"
1773808,1773809,2017-10-17 22:42:51+00:00,"@AmazonHelp yeah, uh, why was i unsubscribed from"
793865,793866,2017-10-13 09:12:45+00:00,"@AmazonHelp Did amazon is reallu concern about my issue, no call no update.. really such a worst customers support. Can we expect a urgent assistance"
873758,873754,2017-10-31 15:27:06+00:00,"@AmazonHelp So, will anyone be actually calling me to discuss this?  Why do you have so little respect for me as a customer?"
1943690,1943691,2017-10-18 18:00:02+00:00,@AmazonHelp Yes i have shared the whole concern
1137302,1137298,2017-10-25 07:39:06+00:00,@AmazonHelp Here are my skills that i use more often https://t.co/6lEUQJ6pGB
919085,919086,2017-10-13 20:52:23+00:00,@AmazonHelp AMZL US. It's to be delivered to a friend's address and I can't reach her right now
608079,608080,2017-11-23 01:45:16+00:00,"@AmazonHelp It's abt 1 pickup request which has nt been completed yet, inspire of having word with Baruna,Sumen,Tauheed,Nishant,Vijay n Bhavesh..
404-7462347-7708364"
456543,456538,2017-12-01 00:09:05+00:00,@AmazonHelp Por el vendedor
2454237,2454233,2017-11-30 22:45:13+00:00,"@AmazonHelp They will email the courier again. Hi Alexa, why dont you employ more drivers for Christmas? Hi Alexa, who's paying the extra  postage to send presents now my delivery is 3 days overdue? Hi Alexa, Is it better to go to the high street and dump Amazon Prime?"
1234210,1234214,2017-10-16 15:53:15+00:00,@AmazonHelp USPS
2870689,2870690,2017-11-28 02:28:53+00:00,@AmazonHelp You’re probably just happy I’m gonna be one less customer to worry about with this one. Nope I’ll just keep sharing my horrible experiences here on Twitter so people can see it’s not all sunshine and roses with this company. Who has obviously forgotten about caring for customers.
273838,273828,2017-10-06 06:01:35+00:00,@AmazonHelp Hi AP. I’ve done this responding 3 times now and I’ve gotten the exact same response. I’ve given you the order number and contact details.
499925,499930,2017-12-01 19:52:57+00:00,"@AmazonHelp Pone que el destinatario estaba ausente cuando he estado todo el dia en casa y aqui no ha llegado nadie, y normalmente cuando no dan contigo llaman al telefono"
1525952,1525953,2017-11-03 21:51:56+00:00,"@AmazonHelp Pero no puedo cancelarlo si se ha enviado, el problema es el servicio de mensajería en este caso @80 no cumple! Ya no necesito el producto"
2945544,2945545,2017-11-29 15:35:56+00:00,@AmazonHelp Thank you!
462480,462481,2017-12-01 03:21:15+00:00,@AmazonHelp  https://t.co/582Anv53cc
1512094,1512086,2017-11-03 17:41:32+00:00,"@AmazonHelp Envoie aujourd’hui livraison 24h j’ai payé 9,99€ ou Ces du vol que vous faites"
1334289,1334294,2017-11-04 18:44:51+00:00,"@AmazonHelp Already been 4days.....no call, no update on same. Who is working.?"
1558923,1558917,2017-10-17 04:18:18+00:00,@AmazonHelp . com
1579675,1579676,2017-11-04 20:15:31+00:00,@AmazonHelp thx
533279,533266,2017-12-02 11:48:08+00:00,@AmazonHelp No. It says nothing. https://t.co/Gu1gGcoMjU
243209,243210,2017-10-05 14:50:03+00:00,@AmazonHelp Your Customer team did not provide any proper solution when i contacted them.
2803392,2803391,2017-11-22 01:29:36+00:00,@AmazonHelp まあ無視してますけどね…。
2954302,2954299,2017-11-29 19:19:40+00:00,"@AmazonHelp Yes, that was my final option"
227379,227385,2017-10-05 11:05:21+00:00,"@AmazonHelp I guess expecting a response is fundamental requirement and this can't be compromised by Amazon.
Thx"
1317501,1317502,2017-10-27 08:06:48+00:00,@AmazonHelp Pre ordered and got a email saying that copy no longer available so upgraded it for no cost and got a email saying delayed till tomorrow
888361,888352,2017-11-26 17:25:50+00:00,@AmazonHelp I'm so much frustrated because of you. Now because of your lame response i'm going further ahead.
180296,180285,2017-10-04 11:54:00+00:00,@AmazonHelp oui
519802,519808,2017-12-02 03:05:51+00:00,@AmazonHelp She said the driver clocked out. Am I supposed to be waiting for a package to drive itself?
570837,570840,2017-12-03 12:16:15+00:00,@AmazonHelp Well I am going to file a case now in consumer forum for cheating
2319396,2319397,2017-11-13 13:44:55+00:00,"@AmazonHelp Si @AmazonHelp, compro muchísimo, soy premium y solo tengo problemas con @80. Siempre."
2714130,2714129,2017-11-20 04:10:18+00:00,@AmazonHelp Thank you amazon for taking care of this and for prompt reply. :)
2105850,2105851,2017-11-08 13:31:34+00:00,@AmazonHelp How to proceed further.
1489172,1489184,2017-11-03 09:39:27+00:00,@AmazonHelp ok et pour le colis retourner
2856583,2856582,2017-11-27 21:29:27+00:00,@AmazonHelp No email regarding delay. The tracker ID says it was out for delivery today. But will now be tomorrow. Whenever it is it's too late. As the original stated delivery date was Friday 24th.
2666900,2666904,2017-11-19 13:35:29+00:00,@AmazonHelp Thanks have done
2312315,2312323,2017-11-13 00:05:07+00:00,@AmazonHelp I've deleted another one since then as well.
1191363,1191361,2017-10-25 08:05:15+00:00,@AmazonHelp やってみます。
476793,476795,2017-12-03 07:02:05+00:00,@AmazonHelp @AmazonHelp Hi TE. What shall I do with your printer cartridge?
42525,42522,2017-11-01 15:56:23+00:00,@AmazonHelp Yes
234798,234800,2017-10-05 14:12:35+00:00,"@AmazonHelp I returned an item via @149473 , your customer executive​ thinks I have sent a doctored recipient as return charges are very high"
1680089,1680090,2017-11-13 06:44:53+00:00,@AmazonHelp Plz check __email__ amazon id...Complaint is registered..he gifted me a gift card which is not working... @510903 ...U guys don't care for ur customer..I just spent 30 mins explaining same to ur customer rep over chat as well
101798,101799,2017-11-30 17:34:23+00:00,@AmazonHelp I did for the first chat with Ashish and left positive feedback. 👍🏻 Chat with Shruti did not give me the feedback option.
1152602,1152601,2017-10-24 17:09:49+00:00,@AmazonHelp It only offers me an option for a refund. I just want to send this back and get the right item sent to me.
563004,563005,2017-12-02 23:21:27+00:00,@AmazonHelp 👍💻💳💰👍
2154184,2154179,2017-11-21 13:17:34+00:00,@AmazonHelp When I'm expecting your phone call? You're as slow as your courier service is.
2281443,2281444,2017-11-26 17:57:12+00:00,@AmazonHelp They are up to date and do you think it’s acceptable to leave parcels on a doorstep which everyone can see
1117717,1117713,2017-10-24 04:44:47+00:00,"@AmazonHelp YEAH BRO BUT I NEED YOU TO SOLVE THIS PLEASE JUST DELIVER IT
THANKS"
2678084,2678085,2017-11-19 14:13:51+00:00,@AmazonHelp Still having issues. Got the cover load but can’t move beyond that. Hopefully I receive a reply today. This is what I keep getting. https://t.co/z6nEHWVEdp
1936510,1936511,2017-11-26 09:52:52+00:00,@AmazonHelp Vuestra solución es que llame yo a mis vecinos puerta por puerta... Como si eso fuera tarea mia o como si nadie fuera amigo de lo ajeno. Es ridiculo! Tenéis repartidores que dejan los paquetes sin decir dónde y encima no hay manera de localizarlos. Que vergüenza de servicio!
1806943,1806950,2017-11-11 12:54:11+00:00,"@AmazonHelp Nein, ich möchte das #seller Konto nun löschen, da ich keine zweite Telefonnummer einzutragen bereit bin. Und ihre verifizierungsmethoden für bedenklich halte. War das jetzt verständlich, @116316?"
2192330,2192331,2017-11-09 21:09:47+00:00,"@AmazonHelp Yes, however it now won’t arrive in time. Very disappointed. Subscribe to Prime so a 5 day delay with no apology or email is hardly acceptable."
1099595,1099596,2017-10-23 22:43:20+00:00,"@AmazonHelp Have points, select to use AMZN card but no points, gets back to cart showing X points to be applied."
284356,284358,2017-10-06 13:51:26+00:00,"@AmazonHelp N° DE COMMANDE
406-9559613-5470745"
831765,831776,2017-10-15 10:18:28+00:00,@AmazonHelp I haven't received any email regarding any type of support. You peoples are only saying to wait for another 24-48 hours. Nothing else than that. I want my product by today EOD. Please help if pssible
1366934,1366933,2017-10-27 22:07:33+00:00,@AmazonHelp Yes
1275042,1275043,2017-10-26 15:40:30+00:00,@AmazonHelp Received this. Keep trying to change my password but it keeps saying it's incorrect https://t.co/JSELW7TJdH
595632,595711,2017-12-03 19:21:11+00:00,@AmazonHelp Vendido y enviado por Amazon. Ya me habían respondido. Me pondré en contacto directamente con servicio a clientes si mi envío no llega mañana como ustedes me habían prometido. Gracias. https://t.co/MomlOk0eTi
2375356,2375351,2017-11-14 02:45:24+00:00,@AmazonHelp Good news.  The site is back and loads just fine now.
108224,108229,2017-11-24 12:26:25+00:00,@AmazonHelp How can I reach an actual person in the fraud department? All I’ve gotten is an automated response that isn’t helpful. I CAN’T lose all of this money. I’m a broke college student that used what I had to get a camera for my classes and now I’ve got nothing. I want my money back
2928375,2928376,2017-11-29 16:26:23+00:00,@AmazonHelp Ok I understand I will send it in message.
1676413,1676415,2017-10-17 16:14:20+00:00,"@AmazonHelp As a visually impaired customer, why shouldn't i be able to share the same experiences as someone who is normally sighted...?"
2277532,2277533,2017-11-11 18:51:43+00:00,@AmazonHelp Thankfully it has just arrived
2457062,2457053,2017-11-15 09:49:33+00:00,"@AmazonHelp BUT THIS ORDER WAS NOT CANCELED BY ME OR ANYTHING , 
THIS IS YOUR PERSONAL PROBLEM AND YOU ARE NOT INFORM ME OR CALL ME , 
HOW CAN I GET ANY INFO. ABOUT MY PRODUCT , ON LAST DAY OF DELIVERY I FOUND MY PRE-PAID ORDER IS GET BACK TO SELLER .

I WANT MY PRODUCT ASAP. NO EXCESSES"
1422012,1422013,2017-11-05 04:25:12+00:00,@AmazonHelp Just got the acknowledgement msg on 11/03 10:38:42
989216,989217,2017-10-14 12:17:41+00:00,@AmazonHelp Have already mailed the details
1744039,1744050,2017-11-11 05:48:45+00:00,"@AmazonHelp Filled the Detail , waiting for my order.."
71964,71958,2017-11-30 10:03:31+00:00,"@AmazonHelp Yes, and the app told me it was going to be there by 8, until after 8.  Then it was pushed back two days.   That tells anyone with a brain that your app shouldn’t be telling people that"
1105061,1105062,2017-10-15 08:49:10+00:00,@AmazonHelp 3 days over my problem not resolved
643802,643807,2017-10-13 07:52:34+00:00,@AmazonHelp Tried and as always C.Service is good but people on ground are more than worst.
419214,419222,2017-10-10 06:16:44+00:00,@AmazonHelp But how customer care giving me 100% surity that they will deliver my laptop in 10 . Just justify this thing.
900890,900891,2017-10-21 05:17:09+00:00,@AmazonHelp I’m done reporting this. What’s the point? All I get from you guys is apologies.
1313356,1313350,2017-10-27 07:29:00+00:00,@AmazonHelp we have not received any reply from your team.
2153183,2153186,2017-10-19 11:30:41+00:00,"@AmazonHelp Se a directlog continuar com com essa irresponsabilidade, em breve eles vão dar muita dor de cabeca pra vocês"
2312499,2312490,2017-11-12 22:38:29+00:00,@AmazonHelp Elite Trooper Digital Deluxe for Xbox One
1478816,1478822,2017-11-06 01:51:39+00:00,"@AmazonHelp J+7 de la commande #Amazon jamais livrée, annulée jamais récupérée par vous et moi tjs pas rembourser. 👎"
1195809,1195810,2017-10-25 02:45:27+00:00,@AmazonHelp Thanks!
2876300,2876299,2017-11-28 06:02:01+00:00,@AmazonHelp ありがとうございます！ お世話になってます。笑
2253177,2253178,2017-11-10 20:58:43+00:00,@AmazonHelp my case came in
2289838,2289839,2017-11-12 06:11:56+00:00,@AmazonHelp I had multiple call with Your customer care team earlier  . No use they are not responding properly
324123,324138,2017-10-08 01:29:32+00:00,@AmazonHelp  https://t.co/SzMTD5A5Xu
2759419,2759418,2017-11-18 18:48:11+00:00,@AmazonHelp https://t.co/DmvGQKxvzj hope this brings the deja-chu in you guys...#DejaChu
2291407,2291409,2017-11-12 11:31:35+00:00,@AmazonHelp 3 drives ordered (fulfilled by Amazon). Arrived badly packaged. One failed. Sent packaging feedback. Asked for a drive replacement. 3 sent out. Told I did need to send the faulty one back. Replacements badly packaged again. One of the replacements was DOA. (1/2)
1881131,1881133,2017-11-08 15:02:52+00:00,@AmazonHelp your app thinks all these bald guys are the same person. pretty useless. https://t.co/avcmK2eF57
2899668,2899672,2017-11-28 19:57:29+00:00,@AmazonHelp 2 hours ago lol
545740,545744,2017-12-02 17:30:49+00:00,"@AmazonHelp Je viens de l'avoir à l'instant! Mes excuses, bonne soirée et merci"
83423,83419,2017-11-30 14:31:49+00:00,@AmazonHelp Your team only best at speaking but i want result.... If today i didn't contact you dont know why my money will be back to my acc. Your whole system is fake..... Your whole team trying to make people fool and make them tired and at least by the end people forget about their money
441861,441866,2017-10-11 12:16:24+00:00,@AmazonHelp en cliquant sur ignorer...je suis renvoyer vers... la fenêtre de connexion... et l'option ignorer n'y est plus...
2199190,2199191,2017-10-20 09:54:48+00:00,@AmazonHelp I expect return ASAP.
1323933,1323934,2017-10-27 15:39:14+00:00,"@AmazonHelp doesn't answer my question. Who cut the tree down, Jack (of the beanstalk)? Woodcutter (from Little Red Riding hood)?"
2402338,2402339,2017-11-14 14:09:16+00:00,"@AmazonHelp Nope. Nur ein Paket von dem ersten Lieferdienst (E-Mail erhalten) habe ich bekommen, bzw. hat mein Vater angenommen.

Bei den anderen beiden Paketen sieht es wie folgt aus:
https://t.co/Tuu4BqCeyu"
114392,114387,2017-11-23 17:21:30+00:00,@AmazonHelp  https://t.co/YWYiTe4AWu
538511,538512,2017-12-02 14:37:15+00:00,@AmazonHelp But I haven’t done any of those things
1615543,1615545,2017-11-05 13:43:40+00:00,@AmazonHelp See I am not able to fill this form!without even giving a reason you hav not delivered my order and now  not returning my money!
2786243,2786244,2017-11-21 18:57:52+00:00,@AmazonHelp Bonne soirée
412291,412292,2017-10-10 00:58:45+00:00,"@AmazonHelp Let me try tomorrow, I went Vinyl instead :) thanks for such a quick response https://t.co/hCrjPkGrC0"
755032,755033,2017-10-11 18:46:49+00:00,@AmazonHelp En mp? Je vous suis.
2170911,2170910,2017-11-09 12:48:47+00:00,@AmazonHelp いつもお世話になっております！ツイートを拾っていただき、ありがとうございます。一度問い合わせしてみます。
1131330,1131329,2017-10-24 11:58:58+00:00,@AmazonHelp It’s gonna be so awesome!!!! I feel like a kid at Christmas.
1240403,1240406,2017-11-13 06:01:23+00:00,@AmazonHelp Why did I pay extra and why do you advertise it as a guaranteed 2 day delivery? Mis leading advertisement and fake promises. https://t.co/0baDW45Qs3
354509,354495,2017-10-11 12:48:35+00:00,@AmazonHelp As of now i haven't been explained why the order wasnt delivered even today. Explanation i guess wud be 2 much to expect @115821 @115850
2124732,2124731,2017-11-08 18:23:51+00:00,"@AmazonHelp Dommage, vous pouvez compter d’avance un article égaré alors"
1581347,1581348,2017-11-04 20:06:24+00:00,@AmazonHelp returning charge will cost me more than buying tht missing part or may be more than product itself.. thanks anyway.(1/2)
1344549,1344542,2017-10-27 16:39:56+00:00,"@AmazonHelp Yes
I have 
Your Executive told me that we can't replace, we will refund the money back.
And said that's the last escalation
Help me"
1178868,1178877,2017-10-24 21:57:53+00:00,@AmazonHelp Hope I get it
2304211,2304220,2017-11-12 22:18:05+00:00,@AmazonHelp This has now ruled out all options for me and caused a real issue
1686799,1686808,2017-11-08 16:23:23+00:00,@AmazonHelp Hey guys!! Did you solve the my problem?? Please update.
564957,564958,2017-12-03 00:27:30+00:00,@AmazonHelp Not helpful. I’ve been watching that page for updates since dispatch at 12:59 AM
2880409,2880405,2017-11-28 08:54:07+00:00,"@AmazonHelp Cette page apparait quand Je me connecte. Le mail n'est envoyé /reçu plusieurs heures après mais le code contenu n'est plus valable puisqu'il dure 10minutes. 
Je n'ai rien fait de particulier, j'ai juste déconnecté mon compte et reconnecté sur le meme appareil. https://t.co/QhVtqUhauY"
2454047,2454048,2017-10-29 19:37:45+00:00,"@AmazonHelp Orders are always messed up. I order 3 qty of an item, and ea is shipped separately, on different days. Who does that? Prime is not worth it"
1808346,1808347,2017-10-18 03:01:04+00:00,@AmazonHelp see if they could help but she did not understand at all what i was asking and didn’t cancel the replacement request
